epoch,train_loss,train_accuracy,train_f1,val_accuracy,val_f1
1,0.46181425672990306,0.5374707259953162,0.6431797651309846,0.14925373134328357,0.2597402597402597
2,0.3456402404440774,0.6428571428571429,0.7130761994355598,0.5895522388059702,0.38202247191011235
3,0.2747323234324102,0.7318501170960188,0.7693856998992951,0.7985074626865671,0.509090909090909
4,0.2433936474499879,0.7740046838407494,0.7987486965589156,0.39552238805970147,0.31932773109243695
5,0.1911735265619225,0.8430913348946136,0.8517699115044248,0.8656716417910447,0.5909090909090909
6,0.1910444743655346,0.8407494145199064,0.8498896247240618,0.6044776119402985,0.39080459770114945
7,0.16600984983422137,0.8583138173302107,0.8638920134983127,0.835820895522388,0.5925925925925926
8,0.11151624967654546,0.8969555035128806,0.8990825688073395,0.8432835820895522,0.6181818181818182
9,0.08670574364562829,0.9344262295081968,0.933649289099526,0.8283582089552238,0.5818181818181818
10,0.07485037076252478,0.9437939110070258,0.9425837320574163,0.8656716417910447,0.6086956521739131
11,0.06235945721467336,0.9508196721311475,0.9495192307692307,0.8731343283582089,0.6222222222222222
12,0.06520879213456754,0.955503512880562,0.9539951573849879,0.8656716417910447,0.5909090909090909
13,0.05775855743774661,0.9625292740046838,0.9610705596107056,0.8656716417910447,0.5909090909090909
14,0.04996187253682702,0.9625292740046838,0.9609756097560975,0.8731343283582089,0.6382978723404256
15,0.050152422170396206,0.9601873536299765,0.9587378640776699,0.8731343283582089,0.6382978723404256
16,0.04653435476400234,0.9672131147540983,0.9657701711491442,0.8731343283582089,0.6382978723404256
17,0.043552663177251816,0.9695550351288056,0.9681372549019608,0.8731343283582089,0.6382978723404256
18,0.04961161339586532,0.9648711943793911,0.9632352941176471,0.8731343283582089,0.6382978723404256
19,0.04861840453964693,0.9625292740046838,0.960880195599022,0.8656716417910447,0.5909090909090909
20,0.046277258131239146,0.9660421545667447,0.9645042839657283,0.8805970149253731,0.6521739130434783
21,0.041297130217706715,0.9613583138173302,0.959902794653706,0.8731343283582089,0.6382978723404256
22,0.04168630694901502,0.968384074941452,0.966952264381885,0.8731343283582089,0.6382978723404256
23,0.05531983984703267,0.9590163934426229,0.9572649572649573,0.8731343283582089,0.6382978723404256
24,0.04894265715308763,0.9660421545667447,0.9645909645909646,0.8731343283582089,0.6222222222222222
25,0.038305010784555366,0.9718969555035128,0.9704433497536946,0.8731343283582089,0.6382978723404256
26,0.049234283777574696,0.9660421545667447,0.9645909645909646,0.8656716417910447,0.5909090909090909
27,0.04391357435465411,0.9672131147540983,0.9656862745098039,0.8656716417910447,0.5909090909090909
28,0.05094689768911512,0.9648711943793911,0.9634146341463414,0.8656716417910447,0.6086956521739131
29,0.04395622321990905,0.9695550351288056,0.9681372549019608,0.8731343283582089,0.6382978723404256
30,0.0510445831136571,0.9625292740046838,0.960880195599022,0.8805970149253731,0.6521739130434783
31,0.05355762028031879,0.9625292740046838,0.9609756097560975,0.8731343283582089,0.6382978723404256
32,0.050479490413433976,0.9695550351288056,0.9681372549019608,0.8731343283582089,0.6382978723404256
33,0.043946911925794904,0.9707259953161592,0.9693251533742331,0.8731343283582089,0.6382978723404256
34,0.04068953885386387,0.9718969555035128,0.9705159705159705,0.8731343283582089,0.6382978723404256
35,0.034546388451147964,0.9742388758782201,0.9729064039408867,0.8731343283582089,0.6382978723404256
36,0.04133599762011458,0.968384074941452,0.9668711656441717,0.8656716417910447,0.5909090909090909
37,0.0429389930019776,0.9695550351288056,0.9680589680589681,0.8731343283582089,0.6382978723404256
38,0.045363612197063585,0.9672131147540983,0.9657701711491442,0.8731343283582089,0.6382978723404256
39,0.047425747762813615,0.9718969555035128,0.9705159705159705,0.8731343283582089,0.6382978723404256
40,0.0587175183205141,0.9590163934426229,0.9571603427172583,0.8731343283582089,0.6382978723404256
